epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.5166,3.08419,3.7701,2.31412,0.00333,1,0.02926,0.01178,2.754,4.3153,2.67822,0,0,0
